Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Month,DayOfWeek,Quarter,Inventory_Gap,Price_Margin,Markup_Ratio
2024-03-09,SKU_10,WH_3,SUP_5,West,27,250,5,218,0,13.68,17.87,0,0,26.66,3,5,1,32,4.190000000000001,0.30628654970760244
2024-03-10,SKU_10,WH_3,SUP_5,North,28,222,5,218,0,13.68,17.87,0,0,34.68,3,6,1,4,4.190000000000001,0.30628654970760244
2024-03-11,SKU_10,WH_3,SUP_5,North,24,198,5,218,0,13.68,17.87,0,0,26.26,3,0,1,-20,4.190000000000001,0.30628654970760244
2024-03-12,SKU_10,WH_3,SUP_5,West,35,570,5,218,407,13.68,17.87,0,0,35.48,3,1,1,352,4.190000000000001,0.30628654970760244
2024-03-13,SKU_10,WH_3,SUP_5,South,40,530,5,218,0,13.68,17.87,1,0,39.74,3,2,1,312,4.190000000000001,0.30628654970760244
2024-03-14,SKU_10,WH_3,SUP_5,South,35,495,5,218,0,13.68,17.87,0,0,30.14,3,3,1,277,4.190000000000001,0.30628654970760244
2024-03-15,SKU_10,WH_3,SUP_5,West,27,468,5,218,0,13.68,17.87,0,0,27.3,3,4,1,250,4.190000000000001,0.30628654970760244
2024-03-16,SKU_10,WH_3,SUP_5,West,31,437,5,218,0,13.68,17.87,0,0,26.77,3,5,1,219,4.190000000000001,0.30628654970760244
2024-03-17,SKU_10,WH_3,SUP_5,West,31,406,5,218,0,13.68,17.87,0,0,33.71,3,6,1,188,4.190000000000001,0.30628654970760244
2024-03-18,SKU_10,WH_3,SUP_5,West,32,374,5,218,0,13.68,17.87,0,0,34.49,3,0,1,156,4.190000000000001,0.30628654970760244
2024-03-19,SKU_10,WH_3,SUP_5,West,39,335,5,218,0,13.68,17.87,1,0,41.45,3,1,1,117,4.190000000000001,0.30628654970760244
2024-03-20,SKU_10,WH_3,SUP_5,West,24,311,5,218,0,13.68,17.87,0,0,25.5,3,2,1,93,4.190000000000001,0.30628654970760244
2024-03-21,SKU_10,WH_3,SUP_5,South,32,279,5,218,0,13.68,17.87,0,0,34.03,3,3,1,61,4.190000000000001,0.30628654970760244
2024-03-22,SKU_10,WH_3,SUP_5,South,25,254,5,218,0,13.68,17.87,0,0,23.75,3,4,1,36,4.190000000000001,0.30628654970760244
2024-03-23,SKU_10,WH_3,SUP_5,South,23,231,5,218,0,13.68,17.87,0,0,24.51,3,5,1,13,4.190000000000001,0.30628654970760244
2024-03-24,SKU_10,WH_3,SUP_5,West,41,190,5,218,0,13.68,17.87,1,0,45.55,3,6,1,-28,4.190000000000001,0.30628654970760244
2024-03-25,SKU_10,WH_3,SUP_5,South,27,390,5,218,227,13.68,17.87,0,0,29.19,3,0,1,172,4.190000000000001,0.30628654970760244
2024-03-26,SKU_10,WH_3,SUP_5,West,20,370,5,218,0,13.68,17.87,0,0,20.51,3,1,1,152,4.190000000000001,0.30628654970760244
2024-03-27,SKU_10,WH_3,SUP_5,South,32,338,5,218,0,13.68,17.87,0,0,35.23,3,2,1,120,4.190000000000001,0.30628654970760244
2024-03-28,SKU_10,WH_3,SUP_5,South,33,305,5,218,0,13.68,17.87,0,0,36.04,3,3,1,87,4.190000000000001,0.30628654970760244
2024-03-29,SKU_10,WH_3,SUP_5,West,28,277,5,218,0,13.68,17.87,0,0,27.43,3,4,1,59,4.190000000000001,0.30628654970760244
2024-03-30,SKU_10,WH_3,SUP_5,East,42,235,5,218,0,13.68,17.87,1,0,42.02,3,5,1,17,4.190000000000001,0.30628654970760244
2024-03-31,SKU_10,WH_3,SUP_5,West,45,190,5,218,0,13.68,17.87,1,0,45.78,3,6,1,-28,4.190000000000001,0.30628654970760244
2024-04-01,SKU_10,WH_3,SUP_5,North,36,536,5,218,382,13.68,17.87,0,0,34.86,4,0,2,318,4.190000000000001,0.30628654970760244
2024-04-02,SKU_10,WH_3,SUP_5,South,36,500,5,218,0,13.68,17.87,1,0,37.17,4,1,2,282,4.190000000000001,0.30628654970760244
2024-04-03,SKU_10,WH_3,SUP_5,North,21,479,5,218,0,13.68,17.87,0,0,16.44,4,2,2,261,4.190000000000001,0.30628654970760244
2024-04-04,SKU_10,WH_3,SUP_5,South,33,446,5,218,0,13.68,17.87,0,0,32.52,4,3,2,228,4.190000000000001,0.30628654970760244
2024-04-05,SKU_10,WH_3,SUP_5,West,29,417,5,218,0,13.68,17.87,0,0,30.57,4,4,2,199,4.190000000000001,0.30628654970760244
2024-04-06,SKU_10,WH_3,SUP_5,South,49,368,5,218,0,13.68,17.87,1,0,49.3,4,5,2,150,4.190000000000001,0.30628654970760244
2024-04-07,SKU_10,WH_3,SUP_5,West,28,340,5,218,0,13.68,17.87,0,0,28.71,4,6,2,122,4.190000000000001,0.30628654970760244
2024-04-08,SKU_10,WH_3,SUP_5,South,41,299,5,218,0,13.68,17.87,1,0,39.66,4,0,2,81,4.190000000000001,0.30628654970760244
2024-04-09,SKU_10,WH_3,SUP_5,East,25,274,5,218,0,13.68,17.87,0,0,29.72,4,1,2,56,4.190000000000001,0.30628654970760244
2024-04-10,SKU_10,WH_3,SUP_5,West,35,239,5,218,0,13.68,17.87,0,0,36.21,4,2,2,21,4.190000000000001,0.30628654970760244
2024-04-11,SKU_10,WH_3,SUP_5,South,33,206,5,218,0,13.68,17.87,0,0,31.65,4,3,2,-12,4.190000000000001,0.30628654970760244
2024-04-12,SKU_10,WH_3,SUP_5,East,31,591,5,218,416,13.68,17.87,0,0,32.94,4,4,2,373,4.190000000000001,0.30628654970760244
2024-04-13,SKU_10,WH_3,SUP_5,West,28,563,5,218,0,13.68,17.87,0,0,27.15,4,5,2,345,4.190000000000001,0.30628654970760244
2024-04-14,SKU_10,WH_3,SUP_5,West,31,532,5,218,0,13.68,17.87,0,0,30.37,4,6,2,314,4.190000000000001,0.30628654970760244
2024-04-15,SKU_10,WH_3,SUP_5,South,31,501,5,218,0,13.68,17.87,0,0,26.26,4,0,2,283,4.190000000000001,0.30628654970760244
2024-04-16,SKU_10,WH_3,SUP_5,South,35,466,5,218,0,13.68,17.87,0,0,32.85,4,1,2,248,4.190000000000001,0.30628654970760244
2024-04-17,SKU_10,WH_3,SUP_5,East,23,443,5,218,0,13.68,17.87,1,0,20.33,4,2,2,225,4.190000000000001,0.30628654970760244
2024-04-18,SKU_10,WH_3,SUP_5,East,31,412,5,218,0,13.68,17.87,1,0,29.23,4,3,2,194,4.190000000000001,0.30628654970760244
2024-04-19,SKU_10,WH_3,SUP_5,North,17,395,5,218,0,13.68,17.87,0,0,18.32,4,4,2,177,4.190000000000001,0.30628654970760244
2024-04-20,SKU_10,WH_3,SUP_5,East,30,365,5,218,0,13.68,17.87,0,0,21.68,4,5,2,147,4.190000000000001,0.30628654970760244
2024-04-21,SKU_10,WH_3,SUP_5,North,34,331,5,218,0,13.68,17.87,0,0,36.04,4,6,2,113,4.190000000000001,0.30628654970760244
2024-04-22,SKU_10,WH_3,SUP_5,South,31,300,5,218,0,13.68,17.87,0,0,27.08,4,0,2,82,4.190000000000001,0.30628654970760244
2024-04-23,SKU_10,WH_3,SUP_5,East,26,274,5,218,0,13.68,17.87,0,0,17.22,4,1,2,56,4.190000000000001,0.30628654970760244
2024-04-24,SKU_10,WH_3,SUP_5,North,35,239,5,218,0,13.68,17.87,0,0,32.69,4,2,2,21,4.190000000000001,0.30628654970760244
2024-04-25,SKU_10,WH_3,SUP_5,South,35,204,5,218,0,13.68,17.87,0,0,32.92,4,3,2,-14,4.190000000000001,0.30628654970760244
2024-04-26,SKU_10,WH_3,SUP_5,West,29,601,5,218,426,13.68,17.87,0,0,33.31,4,4,2,383,4.190000000000001,0.30628654970760244
2024-04-27,SKU_10,WH_3,SUP_5,East,32,569,5,218,0,13.68,17.87,0,0,29.69,4,5,2,351,4.190000000000001,0.30628654970760244
2024-04-28,SKU_10,WH_3,SUP_5,West,32,537,5,218,0,13.68,17.87,0,0,32.69,4,6,2,319,4.190000000000001,0.30628654970760244
2024-04-29,SKU_10,WH_3,SUP_5,South,27,510,5,218,0,13.68,17.87,0,0,27.3,4,0,2,292,4.190000000000001,0.30628654970760244
2024-04-30,SKU_10,WH_3,SUP_5,South,25,485,5,218,0,13.68,17.87,0,0,22.87,4,1,2,267,4.190000000000001,0.30628654970760244
2024-05-01,SKU_10,WH_3,SUP_5,North,41,444,5,218,0,13.68,17.87,1,0,44.26,5,2,2,226,4.190000000000001,0.30628654970760244
2024-05-02,SKU_10,WH_3,SUP_5,West,24,420,5,218,0,13.68,17.87,0,0,24.08,5,3,2,202,4.190000000000001,0.30628654970760244
2024-05-03,SKU_10,WH_3,SUP_5,East,23,397,5,218,0,13.68,17.87,0,0,21.96,5,4,2,179,4.190000000000001,0.30628654970760244
2024-05-04,SKU_10,WH_3,SUP_5,East,20,377,5,218,0,13.68,17.87,0,0,16.42,5,5,2,159,4.190000000000001,0.30628654970760244
2024-05-05,SKU_10,WH_3,SUP_5,North,30,347,5,218,0,13.68,17.87,0,0,37.79,5,6,2,129,4.190000000000001,0.30628654970760244
2024-05-06,SKU_10,WH_3,SUP_5,West,28,319,5,218,0,13.68,17.87,0,0,28.83,5,0,2,101,4.190000000000001,0.30628654970760244
2024-05-07,SKU_10,WH_3,SUP_5,West,22,297,5,218,0,13.68,17.87,0,0,15.99,5,1,2,79,4.190000000000001,0.30628654970760244
2024-05-08,SKU_10,WH_3,SUP_5,South,28,269,5,218,0,13.68,17.87,0,0,28.98,5,2,2,51,4.190000000000001,0.30628654970760244
2024-05-09,SKU_10,WH_3,SUP_5,West,30,239,5,218,0,13.68,17.87,0,0,32.67,5,3,2,21,4.190000000000001,0.30628654970760244
2024-05-10,SKU_10,WH_3,SUP_5,North,24,215,5,218,0,13.68,17.87,0,0,21.63,5,4,2,-3,4.190000000000001,0.30628654970760244
2024-05-11,SKU_10,WH_3,SUP_5,East,23,555,5,218,363,13.68,17.87,0,0,23.54,5,5,2,337,4.190000000000001,0.30628654970760244
2024-05-12,SKU_10,WH_3,SUP_5,North,27,528,5,218,0,13.68,17.87,0,0,25.07,5,6,2,310,4.190000000000001,0.30628654970760244
2024-05-13,SKU_10,WH_3,SUP_5,West,24,504,5,218,0,13.68,17.87,0,0,23.11,5,0,2,286,4.190000000000001,0.30628654970760244
2024-05-14,SKU_10,WH_3,SUP_5,North,31,473,5,218,0,13.68,17.87,0,0,26.46,5,1,2,255,4.190000000000001,0.30628654970760244
2024-05-15,SKU_10,WH_3,SUP_5,East,27,446,5,218,0,13.68,17.87,0,0,25.97,5,2,2,228,4.190000000000001,0.30628654970760244
2024-05-16,SKU_10,WH_3,SUP_5,North,34,412,5,218,0,13.68,17.87,0,0,32.57,5,3,2,194,4.190000000000001,0.30628654970760244
2024-05-17,SKU_10,WH_3,SUP_5,East,24,388,5,218,0,13.68,17.87,0,0,25.88,5,4,2,170,4.190000000000001,0.30628654970760244
2024-05-18,SKU_10,WH_3,SUP_5,East,23,365,5,218,0,13.68,17.87,0,0,23.23,5,5,2,147,4.190000000000001,0.30628654970760244
2024-05-19,SKU_10,WH_3,SUP_5,East,18,347,5,218,0,13.68,17.87,0,0,18.91,5,6,2,129,4.190000000000001,0.30628654970760244
2024-05-20,SKU_10,WH_3,SUP_5,West,30,317,5,218,0,13.68,17.87,0,0,30.95,5,0,2,99,4.190000000000001,0.30628654970760244
2024-05-21,SKU_10,WH_3,SUP_5,West,24,293,5,218,0,13.68,17.87,0,0,24.84,5,1,2,75,4.190000000000001,0.30628654970760244
2024-05-22,SKU_10,WH_3,SUP_5,South,26,267,5,218,0,13.68,17.87,0,0,24.29,5,2,2,49,4.190000000000001,0.30628654970760244
2024-05-23,SKU_10,WH_3,SUP_5,East,21,246,5,218,0,13.68,17.87,0,0,18.99,5,3,2,28,4.190000000000001,0.30628654970760244
2024-05-24,SKU_10,WH_3,SUP_5,West,23,223,5,218,0,13.68,17.87,0,0,25.82,5,4,2,5,4.190000000000001,0.30628654970760244
2024-05-25,SKU_10,WH_3,SUP_5,East,24,199,5,218,0,13.68,17.87,0,0,24.76,5,5,2,-19,4.190000000000001,0.30628654970760244
2024-05-26,SKU_10,WH_3,SUP_5,East,26,424,5,218,251,13.68,17.87,1,0,23.79,5,6,2,206,4.190000000000001,0.30628654970760244
2024-05-27,SKU_10,WH_3,SUP_5,North,18,406,5,218,0,13.68,17.87,0,0,12.86,5,0,2,188,4.190000000000001,0.30628654970760244
2024-05-28,SKU_10,WH_3,SUP_5,East,22,384,5,218,0,13.68,17.87,0,0,25.68,5,1,2,166,4.190000000000001,0.30628654970760244
2024-05-29,SKU_10,WH_3,SUP_5,North,31,353,5,218,0,13.68,17.87,0,0,25.62,5,2,2,135,4.190000000000001,0.30628654970760244
2024-05-30,SKU_10,WH_3,SUP_5,South,21,332,5,218,0,13.68,17.87,0,0,19.32,5,3,2,114,4.190000000000001,0.30628654970760244
2024-05-31,SKU_10,WH_3,SUP_5,North,28,304,5,218,0,13.68,17.87,0,0,26.91,5,4,2,86,4.190000000000001,0.30628654970760244
2024-06-01,SKU_10,WH_3,SUP_5,South,29,275,5,218,0,13.68,17.87,0,0,24.72,6,5,2,57,4.190000000000001,0.30628654970760244
2024-06-02,SKU_10,WH_3,SUP_5,North,27,248,5,218,0,13.68,17.87,0,0,24.21,6,6,2,30,4.190000000000001,0.30628654970760244
2024-06-03,SKU_10,WH_3,SUP_5,West,31,217,5,218,0,13.68,17.87,1,0,32.72,6,0,2,-1,4.190000000000001,0.30628654970760244
2024-06-04,SKU_10,WH_3,SUP_5,West,20,543,5,218,346,13.68,17.87,0,0,26.73,6,1,2,325,4.190000000000001,0.30628654970760244
2024-06-05,SKU_10,WH_3,SUP_5,West,22,521,5,218,0,13.68,17.87,0,0,24.15,6,2,2,303,4.190000000000001,0.30628654970760244
2024-06-06,SKU_10,WH_3,SUP_5,West,28,493,5,218,0,13.68,17.87,0,0,26.99,6,3,2,275,4.190000000000001,0.30628654970760244
2024-06-07,SKU_10,WH_3,SUP_5,South,24,469,5,218,0,13.68,17.87,0,0,21.39,6,4,2,251,4.190000000000001,0.30628654970760244
2024-06-08,SKU_10,WH_3,SUP_5,East,23,446,5,218,0,13.68,17.87,0,0,26.13,6,5,2,228,4.190000000000001,0.30628654970760244
2024-06-09,SKU_10,WH_3,SUP_5,North,23,423,5,218,0,13.68,17.87,0,0,22.84,6,6,2,205,4.190000000000001,0.30628654970760244
2024-06-10,SKU_10,WH_3,SUP_5,North,28,395,5,218,0,13.68,17.87,0,0,28.02,6,0,2,177,4.190000000000001,0.30628654970760244
2024-06-11,SKU_10,WH_3,SUP_5,North,22,373,5,218,0,13.68,17.87,0,0,19.52,6,1,2,155,4.190000000000001,0.30628654970760244
2024-06-12,SKU_10,WH_3,SUP_5,North,15,358,5,218,0,13.68,17.87,0,0,11.14,6,2,2,140,4.190000000000001,0.30628654970760244
2024-06-13,SKU_10,WH_3,SUP_5,North,25,333,5,218,0,13.68,17.87,0,0,24.38,6,3,2,115,4.190000000000001,0.30628654970760244
2024-06-14,SKU_10,WH_3,SUP_5,East,23,310,5,218,0,13.68,17.87,0,0,21.24,6,4,2,92,4.190000000000001,0.30628654970760244
2024-06-15,SKU_10,WH_3,SUP_5,East,19,291,5,218,0,13.68,17.87,0,0,17.95,6,5,2,73,4.190000000000001,0.30628654970760244
2024-06-16,SKU_10,WH_3,SUP_5,West,22,269,5,218,0,13.68,17.87,0,0,23.95,6,6,2,51,4.190000000000001,0.30628654970760244
2024-06-17,SKU_10,WH_3,SUP_5,West,24,245,5,218,0,13.68,17.87,0,0,23.37,6,0,2,27,4.190000000000001,0.30628654970760244
2024-06-18,SKU_10,WH_3,SUP_5,West,18,227,5,218,0,13.68,17.87,0,0,18.24,6,1,2,9,4.190000000000001,0.30628654970760244
2024-06-19,SKU_10,WH_3,SUP_5,South,19,208,5,218,0,13.68,17.87,0,0,18.07,6,2,2,-10,4.190000000000001,0.30628654970760244
2024-06-20,SKU_10,WH_3,SUP_5,East,17,441,5,218,250,13.68,17.87,0,0,14.95,6,3,2,223,4.190000000000001,0.30628654970760244
2024-06-21,SKU_10,WH_3,SUP_5,North,19,422,5,218,0,13.68,17.87,0,0,20.51,6,4,2,204,4.190000000000001,0.30628654970760244
2024-06-22,SKU_10,WH_3,SUP_5,South,27,395,5,218,0,13.68,17.87,0,0,27.68,6,5,2,177,4.190000000000001,0.30628654970760244
2024-06-23,SKU_10,WH_3,SUP_5,North,39,356,5,218,0,13.68,17.87,1,0,41.39,6,6,2,138,4.190000000000001,0.30628654970760244
2024-06-24,SKU_10,WH_3,SUP_5,East,18,338,5,218,0,13.68,17.87,0,0,16.56,6,0,2,120,4.190000000000001,0.30628654970760244
2024-06-25,SKU_10,WH_3,SUP_5,East,22,316,5,218,0,13.68,17.87,0,0,24.77,6,1,2,98,4.190000000000001,0.30628654970760244
2024-06-26,SKU_10,WH_3,SUP_5,West,23,293,5,218,0,13.68,17.87,0,0,23.98,6,2,2,75,4.190000000000001,0.30628654970760244
2024-06-27,SKU_10,WH_3,SUP_5,West,19,274,5,218,0,13.68,17.87,0,0,15.3,6,3,2,56,4.190000000000001,0.30628654970760244
2024-06-28,SKU_10,WH_3,SUP_5,East,31,243,5,218,0,13.68,17.87,1,0,30.29,6,4,2,25,4.190000000000001,0.30628654970760244
2024-06-29,SKU_10,WH_3,SUP_5,West,18,225,5,218,0,13.68,17.87,0,0,20.92,6,5,2,7,4.190000000000001,0.30628654970760244
2024-06-30,SKU_10,WH_3,SUP_5,South,24,201,5,218,0,13.68,17.87,0,0,24.86,6,6,2,-17,4.190000000000001,0.30628654970760244
2024-07-01,SKU_10,WH_3,SUP_5,West,12,597,5,218,408,13.68,17.87,0,0,14.67,7,0,3,379,4.190000000000001,0.30628654970760244
2024-07-02,SKU_10,WH_3,SUP_5,East,16,581,5,218,0,13.68,17.87,0,0,16.7,7,1,3,363,4.190000000000001,0.30628654970760244
2024-07-03,SKU_10,WH_3,SUP_5,South,20,561,5,218,0,13.68,17.87,0,0,23.63,7,2,3,343,4.190000000000001,0.30628654970760244
2024-07-04,SKU_10,WH_3,SUP_5,West,19,542,5,218,0,13.68,17.87,0,0,22.09,7,3,3,324,4.190000000000001,0.30628654970760244
2024-07-05,SKU_10,WH_3,SUP_5,East,17,525,5,218,0,13.68,17.87,0,0,16.65,7,4,3,307,4.190000000000001,0.30628654970760244
2024-07-06,SKU_10,WH_3,SUP_5,West,24,501,5,218,0,13.68,17.87,1,0,19.45,7,5,3,283,4.190000000000001,0.30628654970760244
2024-07-07,SKU_10,WH_3,SUP_5,West,14,487,5,218,0,13.68,17.87,0,0,15.82,7,6,3,269,4.190000000000001,0.30628654970760244
2024-07-08,SKU_10,WH_3,SUP_5,North,21,466,5,218,0,13.68,17.87,0,0,23.57,7,0,3,248,4.190000000000001,0.30628654970760244
2024-07-09,SKU_10,WH_3,SUP_5,North,13,453,5,218,0,13.68,17.87,0,0,13.13,7,1,3,235,4.190000000000001,0.30628654970760244
2024-07-10,SKU_10,WH_3,SUP_5,South,13,440,5,218,0,13.68,17.87,0,0,11.82,7,2,3,222,4.190000000000001,0.30628654970760244
2024-07-11,SKU_10,WH_3,SUP_5,East,7,433,5,218,0,13.68,17.87,0,0,7.79,7,3,3,215,4.190000000000001,0.30628654970760244
2024-07-12,SKU_10,WH_3,SUP_5,East,19,414,5,218,0,13.68,17.87,0,0,16.8,7,4,3,196,4.190000000000001,0.30628654970760244
2024-07-13,SKU_10,WH_3,SUP_5,West,25,389,5,218,0,13.68,17.87,0,0,26.23,7,5,3,171,4.190000000000001,0.30628654970760244
2024-07-14,SKU_10,WH_3,SUP_5,East,23,366,5,218,0,13.68,17.87,0,0,18.89,7,6,3,148,4.190000000000001,0.30628654970760244
2024-07-15,SKU_10,WH_3,SUP_5,North,17,349,5,218,0,13.68,17.87,0,0,16.28,7,0,3,131,4.190000000000001,0.30628654970760244
2024-07-16,SKU_10,WH_3,SUP_5,East,15,334,5,218,0,13.68,17.87,0,0,13.22,7,1,3,116,4.190000000000001,0.30628654970760244
2024-07-17,SKU_10,WH_3,SUP_5,East,14,320,5,218,0,13.68,17.87,0,0,13.57,7,2,3,102,4.190000000000001,0.30628654970760244
2024-07-18,SKU_10,WH_3,SUP_5,West,16,304,5,218,0,13.68,17.87,1,0,18.03,7,3,3,86,4.190000000000001,0.30628654970760244
2024-07-19,SKU_10,WH_3,SUP_5,East,13,291,5,218,0,13.68,17.87,0,0,8.87,7,4,3,73,4.190000000000001,0.30628654970760244
2024-07-20,SKU_10,WH_3,SUP_5,North,15,276,5,218,0,13.68,17.87,1,0,17.41,7,5,3,58,4.190000000000001,0.30628654970760244
2024-07-21,SKU_10,WH_3,SUP_5,North,9,267,5,218,0,13.68,17.87,0,0,11.42,7,6,3,49,4.190000000000001,0.30628654970760244
2024-07-22,SKU_10,WH_3,SUP_5,West,19,248,5,218,0,13.68,17.87,0,0,19.02,7,0,3,30,4.190000000000001,0.30628654970760244
2024-07-23,SKU_10,WH_3,SUP_5,North,15,233,5,218,0,13.68,17.87,0,0,10.36,7,1,3,15,4.190000000000001,0.30628654970760244
2024-07-24,SKU_10,WH_3,SUP_5,North,9,224,5,218,0,13.68,17.87,0,0,9.29,7,2,3,6,4.190000000000001,0.30628654970760244
2024-07-25,SKU_10,WH_3,SUP_5,North,11,213,5,218,0,13.68,17.87,0,0,6.85,7,3,3,-5,4.190000000000001,0.30628654970760244
2024-07-26,SKU_10,WH_3,SUP_5,East,13,606,5,218,406,13.68,17.87,0,0,11.05,7,4,3,388,4.190000000000001,0.30628654970760244
2024-07-27,SKU_10,WH_3,SUP_5,South,8,598,5,218,0,13.68,17.87,0,0,5.12,7,5,3,380,4.190000000000001,0.30628654970760244
2024-07-28,SKU_10,WH_3,SUP_5,West,17,581,5,218,0,13.68,17.87,0,0,14.47,7,6,3,363,4.190000000000001,0.30628654970760244
2024-07-29,SKU_10,WH_3,SUP_5,North,26,555,5,218,0,13.68,17.87,1,0,25.27,7,0,3,337,4.190000000000001,0.30628654970760244
2024-07-30,SKU_10,WH_3,SUP_5,West,7,548,5,218,0,13.68,17.87,0,0,2.47,7,1,3,330,4.190000000000001,0.30628654970760244
2024-07-31,SKU_10,WH_3,SUP_5,West,20,528,5,218,0,13.68,17.87,0,0,20.34,7,2,3,310,4.190000000000001,0.30628654970760244
2024-08-01,SKU_10,WH_3,SUP_5,West,18,510,5,218,0,13.68,17.87,0,0,17.09,8,3,3,292,4.190000000000001,0.30628654970760244
2024-08-02,SKU_10,WH_3,SUP_5,North,3,507,5,218,0,13.68,17.87,0,0,0.0,8,4,3,289,4.190000000000001,0.30628654970760244
2024-08-03,SKU_10,WH_3,SUP_5,West,12,495,5,218,0,13.68,17.87,0,0,14.11,8,5,3,277,4.190000000000001,0.30628654970760244
2024-08-04,SKU_10,WH_3,SUP_5,North,10,485,5,218,0,13.68,17.87,0,0,6.34,8,6,3,267,4.190000000000001,0.30628654970760244
2024-08-05,SKU_10,WH_3,SUP_5,North,21,464,5,218,0,13.68,17.87,0,0,28.43,8,0,3,246,4.190000000000001,0.30628654970760244
2024-08-06,SKU_10,WH_3,SUP_5,North,9,455,5,218,0,13.68,17.87,0,0,11.99,8,1,3,237,4.190000000000001,0.30628654970760244
2024-08-07,SKU_10,WH_3,SUP_5,North,13,442,5,218,0,13.68,17.87,0,0,10.86,8,2,3,224,4.190000000000001,0.30628654970760244
2024-08-08,SKU_10,WH_3,SUP_5,West,24,418,5,218,0,13.68,17.87,1,0,21.79,8,3,3,200,4.190000000000001,0.30628654970760244
2024-08-09,SKU_10,WH_3,SUP_5,West,20,398,5,218,0,13.68,17.87,0,0,17.3,8,4,3,180,4.190000000000001,0.30628654970760244
2024-08-10,SKU_10,WH_3,SUP_5,East,17,381,5,218,0,13.68,17.87,0,0,13.54,8,5,3,163,4.190000000000001,0.30628654970760244
2024-08-11,SKU_10,WH_3,SUP_5,North,22,359,5,218,0,13.68,17.87,1,0,26.76,8,6,3,141,4.190000000000001,0.30628654970760244
2024-08-12,SKU_10,WH_3,SUP_5,East,12,347,5,218,0,13.68,17.87,0,0,7.96,8,0,3,129,4.190000000000001,0.30628654970760244
2024-08-13,SKU_10,WH_3,SUP_5,South,18,329,5,218,0,13.68,17.87,0,0,11.94,8,1,3,111,4.190000000000001,0.30628654970760244
2024-08-14,SKU_10,WH_3,SUP_5,East,17,312,5,218,0,13.68,17.87,0,0,16.24,8,2,3,94,4.190000000000001,0.30628654970760244
2024-08-15,SKU_10,WH_3,SUP_5,West,17,295,5,218,0,13.68,17.87,0,0,17.84,8,3,3,77,4.190000000000001,0.30628654970760244
2024-08-16,SKU_10,WH_3,SUP_5,East,2,293,5,218,0,13.68,17.87,0,0,2.45,8,4,3,75,4.190000000000001,0.30628654970760244
2024-08-17,SKU_10,WH_3,SUP_5,North,22,271,5,218,0,13.68,17.87,1,0,21.53,8,5,3,53,4.190000000000001,0.30628654970760244
2024-08-18,SKU_10,WH_3,SUP_5,West,17,254,5,218,0,13.68,17.87,0,0,17.45,8,6,3,36,4.190000000000001,0.30628654970760244
2024-08-19,SKU_10,WH_3,SUP_5,East,12,242,5,218,0,13.68,17.87,0,0,13.11,8,0,3,24,4.190000000000001,0.30628654970760244
2024-08-20,SKU_10,WH_3,SUP_5,East,16,226,5,218,0,13.68,17.87,0,0,13.09,8,1,3,8,4.190000000000001,0.30628654970760244
2024-08-21,SKU_10,WH_3,SUP_5,North,12,214,5,218,0,13.68,17.87,0,0,9.39,8,2,3,-4,4.190000000000001,0.30628654970760244
2024-08-22,SKU_10,WH_3,SUP_5,South,2,523,5,218,311,13.68,17.87,0,0,6.1,8,3,3,305,4.190000000000001,0.30628654970760244
2024-08-23,SKU_10,WH_3,SUP_5,East,11,512,5,218,0,13.68,17.87,0,0,15.52,8,4,3,294,4.190000000000001,0.30628654970760244
2024-08-24,SKU_10,WH_3,SUP_5,North,13,499,5,218,0,13.68,17.87,1,0,18.66,8,5,3,281,4.190000000000001,0.30628654970760244
2024-08-25,SKU_10,WH_3,SUP_5,North,6,493,5,218,0,13.68,17.87,0,0,5.31,8,6,3,275,4.190000000000001,0.30628654970760244
2024-08-26,SKU_10,WH_3,SUP_5,West,2,491,5,218,0,13.68,17.87,0,0,0.0,8,0,3,273,4.190000000000001,0.30628654970760244
2024-08-27,SKU_10,WH_3,SUP_5,North,12,479,5,218,0,13.68,17.87,0,0,11.92,8,1,3,261,4.190000000000001,0.30628654970760244
2024-08-28,SKU_10,WH_3,SUP_5,West,9,470,5,218,0,13.68,17.87,0,0,9.47,8,2,3,252,4.190000000000001,0.30628654970760244
2024-08-29,SKU_10,WH_3,SUP_5,West,14,456,5,218,0,13.68,17.87,0,0,15.87,8,3,3,238,4.190000000000001,0.30628654970760244
2024-08-30,SKU_10,WH_3,SUP_5,North,18,438,5,218,0,13.68,17.87,1,0,20.22,8,4,3,220,4.190000000000001,0.30628654970760244
2024-08-31,SKU_10,WH_3,SUP_5,East,11,427,5,218,0,13.68,17.87,0,0,8.66,8,5,3,209,4.190000000000001,0.30628654970760244
2024-09-01,SKU_10,WH_3,SUP_5,East,6,421,5,218,0,13.68,17.87,0,0,11.63,9,6,3,203,4.190000000000001,0.30628654970760244
2024-09-02,SKU_10,WH_3,SUP_5,East,14,407,5,218,0,13.68,17.87,0,0,17.97,9,0,3,189,4.190000000000001,0.30628654970760244
2024-09-03,SKU_10,WH_3,SUP_5,East,14,393,5,218,0,13.68,17.87,0,0,14.62,9,1,3,175,4.190000000000001,0.30628654970760244
